name	maxEnrichment	numberClusters	meanEnrichment	meanPValue	sumEnrichment	sumPValue	meanInd	meanDims	meanPheno	time
som_big_2Layer_49_200_0.05;0.001	25.8514899416468_3.68719972100338e-07	29_20_49	14.239053099807_0.937139208070682_8.80970049093504	0.00433996534095784_0.517700642455837_0.213874935591929	412.932539894403_18.7427841614136_431.675324055817	0.125858994887777_10.3540128491167_10.4798718440045	37.2068965517241_33.4_35.6530612244898	NA_NA_NA	0.31658585794728_0.0891118839394392_0.22373933794408	16.282
som_big_2Layer_49_200_0.05;0.001	29.0797354617596_6.94597432490858e-08	28_21_49	13.9759104439366_0.817430574791894_8.33656192858889	0.00488288363960564_0.572216771833677_0.248025978579922	391.325492430226_17.1660420706298_408.491534500856	0.136720741908958_12.0165522085072_12.1532729504162	37.75_32.8571428571429_35.6530612244898	NA_NA_NA	0.312194845810809_0.0771351704814373_0.211454984955364	16.002
som_big_2Layer_49_200_0.05;0.001	35.8426643652502_2.13911917238637e-09	25_24_49	14.9013333325584_1.16387097361125_8.17278034042102	0.00343463864708595_0.414944826753464_0.204990649148169	372.53333331396_27.9329033666701_400.46623668063	0.0858659661771487_9.95867584208315_10.0445418082603	38.4_32.7916666666667_35.6530612244898	NA_NA_NA	0.316607501940585_0.0998861913101023_0.210458288570553	16.055
som_big_2Layer_49_200_0.05;0.01	33.9016860628687_5.79684420765453e-09	31_18_49	13.6372975210347_1.29499135824811_9.10338913470492	0.00889579443411045_0.362380508426311_0.138747322023082	422.756223152075_23.3098444484659_446.066067600541	0.275769627457424_6.52284915167359_6.79861877913102	38.2258064516129_31.2222222222222_35.6530612244898	NA_NA_NA	0.296822582343589_0.119093526181517_0.231534357630991	9.226
som_big_2Layer_49_200_0.05;0.01	44.2670561572624_2.86497261774143e-11	26_23_49	14.5172674675071_1.35316490333852_8.33819891697899	0.00428378136205838_0.408104480953472_0.193832273007008	377.448954155184_31.1227927767861_408.57174693197	0.111378315413518_9.38640306192985_9.49778137734337	37.5384615384615_33.5217391304348_35.6530612244898	NA_NA_NA	0.314602817988577_0.104567935804011_0.216015016146842	8.999
som_big_2Layer_49_200_0.05;0.01	45.0143111166889_1.95599737129373e-11	34_15_49	13.1493444460326_1.19597065123073_9.49014838639938	0.00616187348549514_0.423550669577326_0.13393395392177	447.077711165109_17.939559768461_465.01727093357	0.209503698506835_6.35326004365989_6.56276374216673	37.0588235294118_32.4666666666667_35.6530612244898	NA_NA_NA	0.299086354370958_0.107040162201593_0.240296703706867	8.951
som_big_2Layer_49_200_0.08;0.01	32.6343103267467_1.11233713614552e-08	27_22_49	15.7942108923337_1.00836521877468_9.1556679368582	0.00425575468181335_0.458668411001483_0.208277763641665	426.443694093009_22.184034813043_448.627728906052	0.114905376408961_10.0907050420326_10.2056104184416	36.9259259259259_34.0909090909091_35.6530612244898	NA_NA_NA	0.334137041906979_0.0946523413259858_0.226613298788982	16.708
som_big_2Layer_49_200_0.08;0.01	39.4731624843895_3.32599138654698e-10	26_23_49	15.7472128330163_0.936764666104442_8.79536981589441	0.00377632478814487_0.438513707812725_0.207836729064988	409.427533658424_21.5455873204022_430.973120978826	0.0981844444917667_10.0858152796927_10.1839997241844	38.3461538461538_32.6086956521739_35.6530612244898	NA_NA_NA	0.324230350363246_0.0986397203757471_0.218340870981359	16.388
som_big_2Layer_49_200_0.08;0.01	42.0736729232292_8.78986364627613e-11	26_23_49	16.6664159540679_0.998448785279854_9.312064017698	0.00305142398274389_0.517137143696851_0.244356965889365	433.326814805765_22.9643220614367_456.291136867202	0.0793370235513412_11.8941543050276_11.9734913285789	38.6538461538462_32.2608695652174_35.6530612244898	NA_NA_NA	0.340326323058678_0.0878855204305643_0.22183370141691	16.282
som_big_2Layer_49_50_0.05;0.001	27.2283331228235_1.80789790394797e-07	27_22_49	14.2904645054705_1.17294658166622_8.40096666212981	0.0046737605884696_0.428148755579088_0.194805390992421	385.842541647704_25.8048247966568_411.647366444361	0.126191535888679_9.41927262273994_9.54546415862862	37.6666666666667_33.1818181818182_35.6530612244898	NA_NA_NA	0.311234690813921_0.0985607896196431_0.215748449461388	4.453
som_big_2Layer_49_50_0.05;0.001	29.7244834217598_4.98018465612023e-08	26_23_49	14.8728227239866_1.42338354862067_8.55982066208016	0.00457162151917588_0.394276988673489_0.187494548958956	386.693390823652_32.7378216182754_419.431212441928	0.118862159498573_9.06837073949026_9.18723289898883	36.7307692307692_34.4347826086956_35.6530612244898	NA_NA_NA	0.319559826848884_0.101737527360129_0.217316706680693	4.244
som_big_2Layer_49_50_0.05;0.001	32.6343103267467_1.11233713614552e-08	25_24_49	14.3065464629402_0.986417843358726_7.78240183294112	0.00615457895967607_0.527406836183244_0.261461806987546	357.663661573505_23.6740282406094_381.337689814115	0.153864473991902_12.6577640683978_12.8116285423897	37.84_33.375_35.6530612244898	NA_NA_NA	0.306590360199355_0.0825604304679179_0.196861415024774	4.288
som_big_2Layer_49_50_0.05;0.01	42.4243305274268_7.34703645724735e-11	28_21_49	14.48132496145_0.747421716304358_8.59536642781618	0.00725155792220331_0.50141711537365_0.219036796829966	405.477098920601_15.6958560423915_421.172954962993	0.203043621821693_10.5297594228467_10.7328030446683	36.6071428571429_34.3809523809524_35.6530612244898	NA_NA_NA	0.311292568452154_0.0834729624370327_0.213655594445673	2.585
som_big_2Layer_49_50_0.05;0.01	35.9561601391013_2.0180734577552e-09	24_25_49	13.6894031921141_1.199484410736_7.31699565059468	0.00411141518522844_0.4581397974957_0.235758549017102	328.545676610739_29.9871102684001_358.532786879139	0.0986739644454825_11.4534949373925_11.552168901838	38.2916666666667_33.12_35.6530612244898	NA_NA_NA	0.303020508119588_0.0981824858211912_0.198511313069386	2.372
som_big_2Layer_49_50_0.05;0.01	32.3872713015797_1.26311137750048e-08	27_22_49	14.3509843885205_1.25354156609622_8.47049985600349	0.00615041064733511_0.437171911046138_0.199670267969247	387.476578490054_27.5779144541168_415.054492944171	0.166061087478048_9.61778204301504_9.78384313049308	38_32.7727272727273_35.6530612244898	NA_NA_NA	0.307708200829403_0.0945348348495617_0.211997709981311	2.376
som_big_2Layer_49_50_0.08;0.01	46.2471862212935_1.04236135289512e-11	29_20_49	13.409807935512_1.02551328086332_8.35499379075741	0.00901440165968059_0.48003875028205_0.201269237832076	388.884430129847_20.5102656172664_409.394695747113	0.261417648130737_9.600775005641_9.86219265377174	39.4137931034483_30.2_35.6530612244898	NA_NA_NA	0.289298269510133_0.0966239239013999_0.210655679465752	4.367
som_big_2Layer_49_50_0.08;0.01	34.8713404796889_3.52227609530692e-09	27_22_49	14.6472369283782_1.11483496139518_8.57146461667152	0.00400873278172343_0.484519046112703_0.219748057134408	395.475397066211_24.5263691506939_420.001766216905	0.108235785106533_10.6594190144795_10.767654799586	38.6666666666667_31.9545454545455_35.6530612244898	NA_NA_NA	0.311383679290679_0.092419758892366_0.213073347683273	4.236
som_big_2Layer_49_50_0.08;0.01	38.1768382361912_6.46148660014977e-10	29_20_49	13.6098557945184_1.5430047044906_8.68461045164992	0.0100668691935448_0.378240032178294_0.160341629595483	394.685818041034_30.860094089812_425.545912130846	0.291939206612798_7.56480064356587_7.85673985017867	38.5172413793103_31.5_35.6530612244898	NA_NA_NA	0.294756483959752_0.121330676671186_0.223970440168501	4.283
som_small_1Layer_100_100_0.05;0.001	6.18579835953942_0.0128779588916757	4_22_26	4.96006787161934_1.49413091363975_2.02735198409815	0.0287105584445296_0.369153922809109_0.316778020599174	19.8402714864774_32.8708801000745_52.7111515865518	0.114842233778118_8.12138630180041_8.23622853557853	6.75_5.72727272727273_5.88461538461539	NA_NA_NA	0.498595505617978_0.314263826061579_0.342622545993332	0.294
som_small_1Layer_100_100_0.05;0.001	4.29556628686257_0.0382118686280434	2_24_26	4.2384216261387_1.24754540859388_1.47761280994348	0.0395423810272081_0.49645960818506_0.461312129172918	8.4768432522774_29.9410898062532_38.4179330585306	0.0790847620544163_11.9150305964414_11.9941153584959	6_5.45833333333333_5.5	NA_NA_NA	0.5_0.278245942571785_0.29530394698934	0.282
som_small_1Layer_100_100_0.05;0.001	8.43874136838577_0.00367310385363118	5_19_24	5.28240632367095_1.14016385904367_2.00313103917435	0.028954257991321_0.516989637580678_0.415315600166229	26.4120316183547_21.6631133218297_48.0751449401844	0.144771289956605_9.82280311403288_9.96757440398949	7_5.68421052631579_5.95833333333333	NA_NA_NA	0.500561797752809_0.259236339913454_0.30951247696332	0.29
som_small_1Layer_100_100_0.05;0.01	5.31517003227674_0.0211405306221845	6_17_23	4.74434835948438_1.55743640206384_2.38880473878224	0.0308530382595308_0.428268979446561_0.32459525565864	28.4660901569063_26.4764188350853_54.9425089919915	0.185118229557185_7.28057265059153_7.46569088014872	6.5_5.52941176470588_5.78260869565217	NA_NA_NA	0.5_0.301436754477072_0.353235862004792	0.293
som_small_1Layer_100_100_0.05;0.01	5.31517003227674_0.0211405306221845	9_17_26	4.34536152443762_1.4192207515058_2.43211563444374	0.0377934004042421_0.418551154843208_0.286750393691258	39.1082537199386_24.1267527755986_63.2350064955372	0.340140603638179_7.11536963233454_7.45551023597272	6.11111111111111_5.64705882352941_5.80769230769231	NA_NA_NA	0.499687890137328_0.280097881849369_0.356109807795201	0.273
som_small_1Layer_100_100_0.05;0.01	5.31517003227674_0.0211405306221845	5_26_31	4.43091344307676_1.67263575792158_2.11751925552725	0.0363942159058693_0.351221765563385_0.30044312852185	22.1545672153838_43.4885297059611_65.6430969213449	0.181971079529346_9.13176590464801_9.31373698417736	6.2_5.34615384615385_5.48387096774194	NA_NA_NA	0.499438202247191_0.335054739268222_0.361568201039024	0.279
som_small_1Layer_100_100_0.08;0.01	4.29556628686257_0.0382118686280434	3_25_28	4.25746984637999_1.82853482117004_2.08877785958539	0.0390988768941532_0.329397294501296_0.298293892614816	12.77240953914_45.7133705292511_58.485780068391	0.11729663068246_8.23493236253239_8.35222899321485	6_5.36_5.42857142857143	NA_NA_NA	0.500936329588015_0.351765650080257_0.367748222884659	0.288
som_small_1Layer_100_100_0.08;0.01	7.20384891926262_0.00727473932800736	5_24_29	4.83150708476348_1.62313005736009_2.17629851036068	0.033088852687368_0.422952217143345_0.355734395685418	24.1575354238174_38.9551213766422_63.1126568004597	0.16544426343684_10.1508532114403_10.3162974748771	6.6_5.375_5.58620689655172	NA_NA_NA	0.499438202247191_0.313003834492598_0.345147691002011	0.287
som_small_1Layer_100_100_0.08;0.01	4.18127696541483_0.0408728934263729	3_20_23	4.17862924450329_1.26271466490926_1.64305134920414	0.0409369029051551_0.482037749942683_0.424502856850832	12.5358877335099_25.2542932981853_37.7901810316952	0.122810708715465_9.64075499885366_9.76356570756913	7_5.25_5.47826086956522	NA_NA_NA	0.462026633374948_0.282364232209738_0.305798458448678	0.27
som_small_1Layer_100_200_0.05;0.001	4.18127696541483_0.0408728934263729	3_20_23	4.18127696541483_1.40576427690207_1.7677876710559	0.0408728934263729_0.446330904963806_0.393445077371967	12.5438308962445_28.1152855380413_40.6591164342858	0.122618680279119_8.92661809927613_9.04923677955525	6_5.85_5.8695652173913	NA_NA_NA	0.497191011235955_0.279090422685928_0.30753832554028	0.531
som_small_1Layer_100_200_0.05;0.001	5.17762987466055_0.0228795128320264	7_17_24	4.37259423307039_1.14513084669465_2.08647433438758	0.0371619712850393_0.439055240652757_0.321836370420506	30.6081596314927_19.4672243938091_50.0753840253018	0.260133798995275_7.46393909109687_7.72407289009214	6.14285714285714_5.52941176470588_5.70833333333333	NA_NA_NA	0.499598715890851_0.284299562521638_0.347095148920992	0.524
som_small_1Layer_100_200_0.05;0.001	7.38829278096502_0.00656497716525527	8_22_30	4.73527038637625_1.22358407968555_2.16003376146973	0.0336699751198575_0.460705581088562_0.346829419496907	37.88216309101_26.918849753082_64.801012844092	0.26935980095886_10.1355227839484_10.4048825849072	6.5_5.81818181818182_6	NA_NA_NA	0.499297752808989_0.270168340341987_0.331269516999854	0.522
som_small_1Layer_100_200_0.05;0.01	4.29556628686257_0.0382118686280434	3_18_21	4.21937340589741_1.25796169710416_1.68102051264606	0.039985885160263_0.409205355209556_0.356459716631085	12.6581202176922_22.643310547875_35.3014307655672	0.119957655480789_7.365696393772_7.48565404925279	6_5.55555555555556_5.61904761904762	NA_NA_NA	0.499063670411985_0.295814755365317_0.324850314657698	0.552
som_small_1Layer_100_200_0.05;0.01	6.34672297881927_0.0117598332647154	4_20_24	5.03468406584335_1.23359379491931_1.86710884007332	0.027996281485329_0.49114272651055_0.41395165233968	20.1387362633734_24.6718758983862_44.8106121617596	0.111985125941316_9.822854530211_9.93483965615231	6.75_5.25_5.5	NA_NA_NA	0.501404494382022_0.28300963081862_0.319408774745853	0.521
som_small_1Layer_100_200_0.05;0.01	5.31517003227674_0.0211405306221845	6_22_28	4.74047322012297_1.29405334683623_2.03257189111196	0.0306993644947828_0.49027640723422_0.391795612361483	28.4428393207378_28.469173630397_56.9120129511348	0.184196186968697_10.7860809591528_10.9702771461215	6.5_5.22727272727273_5.5	NA_NA_NA	0.5_0.281973831412034_0.328693724680884	0.525
som_small_1Layer_100_200_0.08;0.01	6.34672297881927_0.0117598332647154	5_23_28	4.8868605100472_1.34272741818511_1.97560832744619	0.0300393989138719_0.477398646232858_0.397513066354468	24.434302550236_30.8827306182574_55.3170331684934	0.15019699456936_10.9801688633557_11.1303658579251	6.6_5.43478260869565_5.64285714285714	NA_NA_NA	0.501685393258427_0.278819759462163_0.318617194068639	0.56
som_small_1Layer_100_200_0.08;0.01	5.31517003227674_0.0211405306221845	5_21_26	4.45377130736631_1.75217550560602_2.27171315979069	0.0358620109462034_0.41834644987939_0.344791750084546	22.2688565368315_36.7956856177264_59.064542154558	0.179310054731017_8.78527544746718_8.9645855021982	6.2_5.71428571428571_5.80769230769231	NA_NA_NA	0.500561797752809_0.306564498458559_0.343871671399761	0.52
som_small_1Layer_100_200_0.08;0.01	4.18127696541483_0.0408728934263729	1_17_18	4.18127696541483_1.69336810550236_1.83158526438639	0.0408728934263729_0.39801802367032_0.378176627545657	4.18127696541483_28.7872577935401_32.968534758955	0.0408728934263729_6.76630640239545_6.80717929582182	6_5.64705882352941_5.66666666666667	NA_NA_NA	0.497191011235955_0.328592935301461_0.3379594950756	0.517
som_small_1Layer_100_50_0.05;0.001	8.23064231488267_0.00411889497599779	6_19_25	5.06032644901634_1.19973471939836_2.12627673450667	0.0308613219861428_0.517192209895953_0.400472796797599	30.361958694098_22.7949596685688_53.1569183626668	0.185167931916857_9.82665198802311_10.01181991994	6.83333333333333_5.94736842105263_6.16	NA_NA_NA	0.499063670411985_0.257014727830813_0.315106474050294	0.156
som_small_1Layer_100_50_0.05;0.001	8.23064231488267_0.00411889497599779	9_19_28	5.45098142693802_1.4202212165263_2.71582271273007	0.0251836876883412_0.431396939767774_0.300828394456528	49.0588328424422_26.9842031139998_76.043035956442	0.226653189195071_8.19654185558771_8.42319504478278	7.55555555555556_5.52631578947368_6.17857142857143	NA_NA_NA	0.487342211124983_0.295635539307923_0.357255540963406	0.151
som_small_1Layer_100_50_0.05;0.001	6.34672297881927_0.0117598332647154	7_18_25	5.18406174590421_1.78253205624001_2.73496036934598	0.0263714383773459_0.36161551121049_0.267747170817209	36.2884322213295_32.0855770123201_68.3740092336496	0.184600068641422_6.50907920178881_6.69367927043023	8.28571428571429_5.88888888888889_6.56	NA_NA_NA	0.457255540963406_0.326943503160732_0.36343087374548	0.152
som_small_1Layer_100_50_0.05;0.01	5.31517003227674_0.0211405306221845	6_22_28	4.76339657972566_1.467914980162_2.17408960863993	0.0304095341264758_0.392058525730084_0.314562313243596	28.580379478354_32.2941295635639_60.8745090419179	0.182457204758855_8.62528756606184_8.80774477082069	6.5_5.63636363636364_5.82142857142857	NA_NA_NA	0.500936329588015_0.311564886424437_0.352144481388061	0.275
som_small_1Layer_100_50_0.05;0.01	6.18579835953942_0.0128779588916757	6_14_20	4.91237644029752_1.42580292713871_2.47177498108635	0.0291861126028056_0.347257918844929_0.251836376972292	29.4742586417851_19.961240979942_49.4354996217271	0.175116675616834_4.861610863829_5.03672753944584	6.66666666666667_6.14285714285714_6.3	NA_NA_NA	0.5_0.306074677061836_0.364252273943285	0.262
som_small_1Layer_100_50_0.05;0.01	5.31517003227674_0.0211405306221845	4_30_34	4.46475023213031_1.30956056629006_1.68075935050656	0.0359398027253258_0.425826436033819_0.379957420350467	17.8590009285212_39.2868169887019_57.1458179172231	0.143759210901303_12.7747930810146_12.9185522919159	6.25_5.66666666666667_5.73529411764706	NA_NA_NA	0.498595505617978_0.287759645680994_0.31256386449711	0.263
som_small_1Layer_100_50_0.08;0.01	5.31517003227674_0.0211405306221845	5_25_30	4.43091344307676_1.49494167170871_1.98427030027005	0.0363942159058693_0.369278561139034_0.313797836933506	22.1545672153838_37.3735417927177_59.5281090081014	0.181971079529346_9.23196402847585_9.41393510800519	6.2_5.52_5.63333333333333	NA_NA_NA	0.499438202247191_0.318398073836276_0.348571428571429	0.248
som_small_1Layer_100_50_0.08;0.01	5.31517003227674_0.0211405306221845	4_22_26	4.42818121737745_1.23913106151079_1.72975416241335	0.0368629922195324_0.463867528536711_0.398174522949453	17.7127248695098_27.2608833532373_44.9736082227471	0.14745196887813_10.2050856278076_10.3525375966858	7_5.63636363636364_5.84615384615385	NA_NA_NA	0.4708177278402_0.272774697212899_0.303242855770946	0.145
som_small_1Layer_100_50_0.08;0.01	4.29556628686257_0.0382118686280434	5_20_25	4.24985055828347_1.0927559640112_1.72417488286565	0.0392762785473752_0.441392379942183_0.360969159663221	21.2492527914174_21.8551192802239_43.1043720716413	0.196381392736876_8.82784759884365_9.02422899158053	6_5.4_5.52	NA_NA_NA	0.500561797752809_0.287092696629213_0.329786516853933	0.143
som_small_1Layer_25_100_0.05;0.001	17.8016013891005_2.45176804207185e-05	14_11_25	9.21258314382533_1.27917965531007_5.72188560887861	0.0122247564968322_0.41644627036268_0.190082222597805	128.976164013555_14.0709762084107_143.047140221965	0.171146590955651_4.58090897398948_4.75205556494513	15.2142857142857_13_14.24	NA_NA_NA	0.419204425134216_0.179072573263825_0.313546410311244	0.136
som_small_1Layer_25_100_0.05;0.001	16.0038448948404_6.32139741709417e-05	12_13_25	9.91042712320654_1.17947593070961_5.37033250310814	0.00680377381099489_0.491443632137803_0.258816500140935	118.925125478478_15.3331870992249_134.258312577703	0.0816452857319387_6.38876721779144_6.47041250352338	15.0833333333333_13.4615384615385_14.24	NA_NA_NA	0.428604721803251_0.150129838710219_0.283797782594874	0.085
som_small_1Layer_25_100_0.05;0.001	21.6719655309183_3.23484442587533e-06	14_11_25	9.18394858145003_0.654613298471208_5.43104105693935	0.00856173908209806_0.536020742589444_0.24064370062533	128.5752801403_7.20074628318329_135.776026423484	0.119864347149373_5.89622816848388_6.01609251563325	14_14.5454545454545_14.24	NA_NA_NA	0.430430652395056_0.130466570685376_0.298446456442797	0.0840000000000001
som_small_1Layer_25_100_0.05;0.01	19.4517273715637_1.03174487241003e-05	11_14_25	10.6310788003894_1.48885823918971_5.51143528611758	0.00564295854394964_0.387336105825582_0.219391121021664	116.941866804283_20.844015348656_137.785882152939	0.062072543983446_5.42270548155815_5.48477802554159	15.0909090909091_13.5714285714286_14.24	NA_NA_NA	0.442139074498775_0.187247689337907_0.299399898808689	0.0950000000000002
som_small_1Layer_25_100_0.05;0.01	16.7105274860514_4.35387245341645e-05	16_9_25	8.72781966859431_0.493926874824092_5.76361826283703	0.0130221888256783_0.724983974087857_0.269328431520062	139.645114697509_4.44534187341683_144.090456570926	0.208355021210853_6.52485576679071_6.73321078800156	15.25_12.4444444444444_14.24	NA_NA_NA	0.404480079719154_0.0940553966771195_0.292727193824021	0.0879999999999996
som_small_1Layer_25_100_0.05;0.01	17.1129070497283_3.52221238739735e-05	13_12_25	9.84706965229149_1.20369172020697_5.69824824489092	0.00691326732495077_0.448437605087634_0.218844949451039	128.011905479789_14.4443006424836_142.456206122273	0.0898724752243601_5.3812512610516_5.47112373627596	13.8461538461538_14.6666666666667_14.24	NA_NA_NA	0.4457076583265_0.154250610500611_0.305808275370073	0.0869999999999997
som_small_1Layer_25_100_0.08;0.01	17.7187734695796_2.5608673945438e-05	13_12_25	9.47796636840159_0.849021843486442_5.33607299644232	0.00597010896980035_0.550995826368506_0.267582453321179	123.213562789221_10.1882621218373_133.401824911058	0.0776114166074046_6.61194991642208_6.68956133302948	15.0769230769231_13.3333333333333_14.24	NA_NA_NA	0.432649498912065_0.12978518192334_0.287274626757477	0.0939999999999999
som_small_1Layer_25_100_0.08;0.01	21.9188030919858_2.84433267511355e-06	13_12_25	10.877026754973_0.846462440879113_6.06235588420793	0.00362189631978362_0.478880301780866_0.231745930941103	141.401347814649_10.1575492905494_151.558897105198	0.047084652157187_5.74656362137039_5.79364827352758	14.8461538461538_13.5833333333333_14.24	NA_NA_NA	0.456228140371138_0.151781007570851_0.310093516627	0.089
som_small_1Layer_25_100_0.08;0.01	16.7105274860514_4.35387245341645e-05	14_11_25	8.23604539229257_1.82647898493362_5.41583617305463	0.0105651737150187_0.420573726941601_0.190968937134715	115.304635492096_20.0912688342698_135.395904326366	0.147912432010262_4.62631099635761_4.77422342836788	13.7142857142857_14.9090909090909_14.24	NA_NA_NA	0.423915286237069_0.178725276739457_0.31603168205812	0.089
som_small_1Layer_25_200_0.05;0.001	22.7939414132292_1.80333307404906e-06	12_13_25	10.9507001156991_1.31230358293167_5.93873391866004	0.00624123685962383_0.478247499327533_0.251684493342937	131.408401388389_17.0599465781117_148.468347966501	0.074894842315486_6.21721749125793_6.29211233357342	15.4166666666667_13.1538461538462_14.24	NA_NA_NA	0.437792541910327_0.162213055422982_0.294491208936908	0.176
som_small_1Layer_25_200_0.05;0.001	14.9017343685888_0.000113258810349297	14_11_25	9.26377342341206_1.34165069597715_5.7780394233407	0.0075317990460112_0.382159609945873_0.17236803584195	129.692827927769_14.7581576557487_144.450985583518	0.105445186644157_4.2037557094046_4.30920089604876	14_14.5454545454545_14.24	NA_NA_NA	0.434684960126373_0.16883474533838_0.317710865619656	0.164
som_small_1Layer_25_200_0.05;0.001	14.5487820523532_0.000136576911207829	16_9_25	8.58879017085149_1.28423063773796_5.95914873893062	0.0118133405888954_0.470509453274679_0.176943941155778	137.420642733624_11.5580757396416_148.978718473265	0.189013449422327_4.23458507947212_4.42359852889444	14.75_13.3333333333333_14.24	NA_NA_NA	0.405949407274872_0.158210759790307_0.316763494180428	0.162
som_small_1Layer_25_200_0.05;0.01	14.0444938970602_0.000178535793231871	12_13_25	9.47659179399831_1.21203805168778_5.17902384799684	0.00993516303818283_0.442972259555258_0.235114453227062	113.71910152798_15.7564946719412_129.475596199921	0.119221956458194_5.75863937421836_5.87786133067655	15.6666666666667_12.9230769230769_14.24	NA_NA_NA	0.410783016433171_0.162637950256792_0.281747582021454	0.169
som_small_1Layer_25_200_0.05;0.01	16.7105274860514_4.35387245341645e-05	10_15_25	11.531807219167_1.23681970568531_5.354814711078	0.00522843487453369_0.417816153328613_0.252781065946981	115.31807219167_18.5522955852797_133.87036777695	0.0522843487453369_6.26724229992919_6.31952664867453	16.6_12.6666666666667_14.24	NA_NA_NA	0.443601923121374_0.17538871794568_0.282674000015958	0.163
som_small_1Layer_25_200_0.05;0.01	22.7939414132292_1.80333307404906e-06	15_10_25	9.25389333542435_1.2299917921661_6.04433271812105	0.016768248548973_0.404859395773656_0.172004707438846	138.808400031365_12.299917921661_151.108317953026	0.251523728234595_4.04859395773656_4.30011768597116	14.2666666666667_14.2_14.24	NA_NA_NA	0.416104373501377_0.167459525249906_0.316646434200789	0.162
som_small_1Layer_25_200_0.08;0.01	14.4243278437115_0.000145905208944244	13_12_25	9.31855032480044_1.38054419115407_5.50830738065018	0.00930244428343279_0.456770347031905_0.2240870376027	121.141154222406_16.5665302938488_137.707684516255	0.120931775684626_5.48124416438286_5.60217594006749	14.6923076923077_13.75_14.24	NA_NA_NA	0.423084965005426_0.16465255441228_0.299037407920716	0.168
som_small_1Layer_25_200_0.08;0.01	19.35187482246_1.08712458966952e-05	12_13_25	10.3417762475373_1.59190759324387_5.79184454730469	0.0106778656301775_0.335195289061714_0.179426925814577	124.101314970447_20.6947987121702_144.796113682617	0.12813438756213_4.35753875780229_4.48567314536442	14.9166666666667_13.6153846153846_14.24	NA_NA_NA	0.439148801152856_0.20877243198355_0.319353089184817	0.166
som_small_1Layer_25_200_0.08;0.01	14.5487820523532_0.000136576911207829	14_11_25	9.03061846641102_0.681396571767974_5.35696083276808	0.0095570196975728_0.519740775417163_0.234037872214193	126.428658529754_7.49536228944772_133.924020819202	0.133798275766019_5.7171485295888_5.85094680535482	15.3571428571429_12.8181818181818_14.24	NA_NA_NA	0.414709473533003_0.143878658510936_0.295543914923294	0.167
som_small_1Layer_25_50_0.05;0.001	16.18202530976_5.75374946791137e-05	15_10_25	8.93584021916289_0.901208620603821_5.72198757973926	0.00790067875044702_0.492978323912098_0.201931736815107	134.037603287443_9.01208620603821_143.049689493481	0.118510181256705_4.92978323912098_5.04829342037768	14_14.6_14.24	NA_NA_NA	0.426063939198005_0.142536408428328_0.312652926890134	0.0569999999999999
som_small_1Layer_25_50_0.05;0.001	14.9017343685888_0.000113258810349297	13_12_25	10.3836152195056_0.773568769806595_5.7707929236501	0.00474816727276433_0.547238563718748_0.265143557566836	134.986997853573_9.28282523767913_144.269823091252	0.0617261745459364_6.56686276462497_6.62858893917091	14.3846153846154_14.0833333333333_14.24	NA_NA_NA	0.449729194793262_0.12100498534746_0.291941574259277	0.0510000000000002
som_small_1Layer_25_50_0.05;0.001	17.8016013891005_2.45176804207185e-05	13_12_25	9.89211214128665_1.39900658725386_5.81542147535091	0.00774183822498241_0.429706762493195_0.210285001873724	128.597457836727_16.7880790470463_145.385536883773	0.100643896924771_5.15648114991834_5.25712504684311	15.5384615384615_12.8333333333333_14.24	NA_NA_NA	0.427134227952771_0.173087700554806_0.305191894801747	0.0489999999999999
som_small_1Layer_25_50_0.08;0.01	14.9017343685888_0.000113258810349297	15_10_25	9.57319072030682_0.747268859239565_6.04282197587992	0.00643035353205969_0.547602797112434_0.22289933096421	143.597860804602_7.47268859239565_151.070549396998	0.0964553029808954_5.47602797112434_5.57248327410524	14.4666666666667_13.9_14.24	NA_NA_NA	0.436313850956579_0.13146286279148_0.314373455690539	0.0569999999999999
som_small_1Layer_25_50_0.08;0.01	16.7105274860514_4.35387245341645e-05	13_12_25	9.27484745243198_1.64433134294586_5.61219971987865	0.010050296555764_0.394411215971961_0.194543537875539	120.573016881616_19.7319761153503_140.304992996966	0.130653855224932_4.73293459166354_4.86358844688847	14.9230769230769_13.5_14.24	NA_NA_NA	0.422161860894063_0.18804632737217_0.309786404803554	0.0489999999999999
som_small_1Layer_25_50_0.08;0.01	14.5487820523532_0.000136576911207829	14_11_25	9.12558745053563_1.21980308615158_5.64704233020665	0.00839349978414797_0.451698262910164_0.203447595559595	127.758224307499_13.4178339476674_141.176058255166	0.117508996978072_4.9686808920118_5.08618988898987	14.6428571428571_13.7272727272727_14.24	NA_NA_NA	0.421605237324643_0.151671645381463_0.302834456869644	0.048
som_small_1Layer_49_100_0.05;0.001	9.26547281603909_0.00233514188037439	18_29_47	5.80670490421099_1.15536508396167_2.93672927044014	0.0215961980621882_0.481131004051688_0.305138950694007	104.520688275798_33.5055874348885_138.026275710686	0.388731565119388_13.952799117499_14.3415306826183	8.05555555555556_7.06896551724138_7.4468085106383	NA_NA_NA	0.484255791371896_0.225620809299616_0.32467250456134	0.162
