name	maxEnrichment	numberClusters	meanEnrichment	meanPValue	sumEnrichment	sumPValue	meanInd	meanDims	meanPheno	time
doc_small_0.4_0.75_1.29521633449343	29.2146269124529_6.47882633389962e-08	2_1_3	27.2980356756602_0.337958860674513_18.3113434039983	2.67604799863678e-07_0.561009782332939_0.187003439180846	54.5960713513203_0.337958860674513_54.9340302119948	5.35209599727357e-07_0.561009782332939_0.561010317542539	165_26_118.666666666667	366.5_27_253.333333333333	0.151889400921659_0.074114088159032_0.12596429666745	4.862
doc_small_0.4_0.75_1.29521633449343	29.2146269124529_6.47882633389962e-08	3_0_3	17.2744751555894_NaN_17.2744751555894	0.00296946245359108_NaN_0.00296946245359108	51.8234254667682_0_51.8234254667682	0.00890838736077324_0_0.00890838736077324	118.666666666667_NaN_118.666666666667	254.333333333333_NaN_254.333333333333	0.179314172597971_NaN_0.179314172597971	4.839
som_big_1Layer_100_100_0.05;0.001	24.7258366656059_6.60922135854733e-07	40_56_96	9.29534005064777_1.0652158739435_4.49443428090361	0.0107590235362394_0.483715161463803_0.286650103993985	371.813602025911_59.6520889408359_431.465690966747	0.430360941449578_27.088049041973_27.5184099834226	18.4_17.4821428571429_17.8645833333333	NA_NA_NA	0.377340997206749_0.130267550961563_0.23321482023039	4.929
som_big_1Layer_100_100_0.05;0.001	19.7156428932689_8.98627639400464e-06	38_60_98	9.30778951004546_1.24922752700899_4.37397605104354	0.0117412027000504_0.405978969490038_0.253111264000043	353.696001381728_74.9536516205392_428.649653002267	0.446165702601914_24.3587381694023_24.8049038720042	17.9210526315789_17.5_17.6632653061224	NA_NA_NA	0.379626721694228_0.144090648853295_0.235420962812024	4.72
som_big_1Layer_100_100_0.05;0.001	20.1281405856985_7.2423224569563e-06	44_53_97	8.08893614614577_1.05147784553371_4.24372697158454	0.0145281831900142_0.457531625448035_0.25658161040316	355.913190430414_55.7283258132866_411.6415162437	0.639240060360623_24.2491761487459_24.8884162091065	19.1590909090909_16.6981132075472_17.8144329896907	NA_NA_NA	0.345747702231687_0.13419128450188_0.230155020379318	4.547
som_big_1Layer_100_100_0.05;0.01	18.9571800709543_1.33685230039128e-05	44_50_94	9.24182007941956_0.99339840552628_4.85436174224229	0.00890604128413489_0.495790278162408_0.267887018347046	406.640083494461_49.669920276314_456.310003770775	0.391865816501935_24.7895139081204_25.1813797246223	18.25_17.94_18.0851063829787	NA_NA_NA	0.379226148028049_0.12255220480376_0.24269745482364	4.589
som_big_1Layer_100_100_0.05;0.01	21.1470264669283_4.25360735531407e-06	45_53_98	8.72735045056388_1.30715719816975_4.71438879365685	0.0124051150573197_0.384517967059093_0.213649820731748	392.730770275375_69.2793315029968_462.010101778371	0.558230177579387_20.3794522541319_20.9376824317113	18.8888888888889_16.5849056603774_17.6428571428571	NA_NA_NA	0.359699942462946_0.154249287844404_0.248588874148837	4.558
som_big_1Layer_100_100_0.05;0.01	20.7783118192495_5.15636068238375e-06	48_51_99	8.4904979853559_1.39516358255976_4.8353257172488	0.0115056282460972_0.401950705177056_0.21264400121053	407.543903297083_71.1533427105478_478.697246007631	0.552270155812663_20.4994859640298_21.0517561198425	18.4375_16.7647058823529_17.5757575757576	NA_NA_NA	0.364957554474577_0.15308558748645_0.255811389662512	4.541
som_big_1Layer_100_100_0.08;0.01	18.000184844644_2.20883520881445e-05	44_53_97	8.65270271440838_0.971493922062182_4.45575358044602	0.0113242091072425_0.486544315432296_0.270980555862169	380.718919433968_51.4891778692957_432.208097303264	0.49826520071867_25.7868487179117_26.2851139186304	19.0454545454545_16.6792452830189_17.7525773195876	NA_NA_NA	0.358966046650362_0.130545882546334_0.234159152861563	4.852
som_big_1Layer_100_100_0.08;0.01	18.9571800709543_1.33685230039128e-05	41_56_97	9.06057742384962_1.3943677328399_4.63472440635947	0.0113040268933207_0.405572044790404_0.238922676400915	371.483674377834_78.0845930390344_449.568267416869	0.463465102626151_22.7120345082626_23.1754996108888	18.2682926829268_17.3571428571429_17.7422680412371	NA_NA_NA	0.373726722478371_0.149455510003038_0.244250558575086	4.685
som_big_1Layer_100_100_0.08;0.01	24.7258366656059_6.60922135854733e-07	48_48_96	9.32470389093636_1.25139431291684_5.2880491019266	0.0128098059501839_0.422492384564681_0.217651095257433	447.585786764945_60.0669270200082_507.652713784954	0.614870685608827_20.2796344591047_20.8945051447135	19.0416666666667_16.6458333333333_17.84375	NA_NA_NA	0.368616845903483_0.148950783727944_0.258783814815713	4.535
som_big_1Layer_100_200_0.05;0.001	18.9571800709543_1.33685230039128e-05	40_57_97	9.58161796001759_1.29835544457635_4.71413380145933	0.00767989822941918_0.406654074102978_0.242128640753057	383.264718400703_74.0062603408518_457.270978741555	0.307195929176767_23.1792822238697_23.4864781530465	18.875_17.0175438596491_17.7835051546392	NA_NA_NA	0.381820484033001_0.146309170735773_0.243427238074836	9.007
som_big_1Layer_100_200_0.05;0.001	16.4196276777976_5.07569263280366e-05	49_48_97	8.01983651612893_1.02574898156097_4.55884474644582	0.0137020133060555_0.453267341728459_0.231218876855286	392.971989290318_49.2359511149266_442.207940405244	0.671398651996719_21.756832402966_22.4282310549627	18.469387755102_17.125_17.8041237113402	NA_NA_NA	0.351433133808576_0.132962689025932_0.243324047730567	8.972
som_big_1Layer_100_200_0.05;0.001	16.8457251693986_4.05445496071879e-05	42_54_96	8.93243351645233_1.23802025639163_4.60432605766819	0.0113349388211494_0.458748708936404_0.26300518451098	375.162207690998_66.8530938451482_442.015301536146	0.476067430488277_24.7724302825658_25.2484977130541	18.8095238095238_17.1481481481481_17.875	NA_NA_NA	0.3648755306124_0.140062038900421_0.238417941524412	8.978
som_big_1Layer_100_200_0.05;0.01	20.1281405856985_7.2423224569563e-06	44_54_98	9.51427575476367_1.32267296152698_5.00053544012305	0.0100760112734515_0.391085952274985_0.220020264478378	418.628133209602_71.424339922457_490.052473132059	0.443344496031864_21.1186414228492_21.561985918881	18.7272727272727_16.8333333333333_17.6836734693878	NA_NA_NA	0.374902835696107_0.152671456331525_0.25244881033195	9.575
som_big_1Layer_100_200_0.05;0.01	19.9154764324017_8.09424237602938e-06	44_52_96	8.6974039514989_1.23021085450848_4.65267435729575	0.0108205619156911_0.428612861786071_0.23712472434548	382.685773865952_63.9709644344407_446.656738300392	0.476104724290406_22.2878688128757_22.7639735371661	19.1363636363636_16.75_17.84375	NA_NA_NA	0.359680933258758_0.148019512286014_0.245030996898521	9.321
som_big_1Layer_100_200_0.05;0.01	17.2858183748893_3.21577940014013e-05	46_47_93	9.17601334303297_0.992023778959689_5.04001861710346	0.00830083044287592_0.476789201273167_0.245063770539905	422.096613779516_46.6251176111054_468.721731390622	0.381838200372292_22.4090924598388_22.7909306602111	18.4130434782609_17.9574468085106_18.1827956989247	NA_NA_NA	0.376421368461413_0.128893687284772_0.251326733888272	8.988
som_big_1Layer_100_200_0.08;0.01	21.8358898741171_2.96992561403551e-06	48_49_97	9.26703524380152_1.0243098391877_5.1031842662131	0.00883895087716289_0.462499053979188_0.238007456567876	444.817691702473_50.1911821201971_495.00887382267	0.424269642103819_22.6624536449802_23.086723287084	18.5416666666667_16.9591836734694_17.7422680412371	NA_NA_NA	0.379553984717018_0.135160645904971_0.256097555832582	9.261
som_big_1Layer_100_200_0.08;0.01	23.7612933382518_1.09053609841294e-06	45_52_97	9.61398932051964_1.40447719218794_5.21301374656862	0.0107258186600202_0.389228902271437_0.213634688224904	432.629519423384_73.0328139937727_505.662333417156	0.482661839700908_20.2399029181147_20.7225647578156	19.2222222222222_16.5_17.7628865979381	NA_NA_NA	0.373162143759591_0.158396336045241_0.258029958180764	8.974
som_big_1Layer_100_200_0.08;0.01	20.1281405856985_7.2423224569563e-06	49_48_97	9.17352896052078_1.62032934628662_5.43586317203377	0.00933239283317864_0.343830032899605_0.174856998226874	449.502919065518_77.7758086217575_527.278727687276	0.457287248825753_16.503841579181_16.9611288280068	18.3061224489796_17.2291666666667_17.7731958762887	NA_NA_NA	0.378865799559135_0.166004106706717_0.273532178353815	8.973
som_big_1Layer_100_50_0.05;0.001	17.0445170832759_3.65136510479604e-05	42_52_94	8.85121537504613_1.03995336645864_4.53009171072114	0.0119997252087869_0.470325652673113_0.265541727635861	371.751045751938_54.0775750558492_425.828620807787	0.50398845876905_24.4569339390019_24.9609223977709	19.1904761904762_17.2307692307692_18.1063829787234	NA_NA_NA	0.362630966850134_0.131570834883445_0.23481046831537	2.376
som_big_1Layer_100_50_0.05;0.001	18.6567938448918_1.56488657067324e-05	42_53_95	8.2172278659597_1.33505818919009_4.3777016252356	0.0142676203638623_0.412870404439101_0.236646015690048	345.123570370307_70.7580840270745_415.881654397382	0.599240055282217_21.8821314352724_22.4813714905546	18.8571428571429_17.2641509433962_17.9684210526316	NA_NA_NA	0.353166545270211_0.144445153133148_0.236721979130587	2.325
som_big_1Layer_100_50_0.05;0.001	17.0445170832759_3.65136510479604e-05	38_56_94	9.26549310041631_0.967145338224093_4.32179656123797	0.00682195420751568_0.533812075649038_0.320773515917359	352.08873781582_54.1601389405492_406.248876756369	0.259234259885596_29.8934762363461_30.1527104962317	17.9473684210526_18.1964285714286_18.0957446808511	NA_NA_NA	0.385913911393549_0.113959970993397_0.223898797963671	2.317
som_big_1Layer_100_50_0.05;0.01	18.9571800709543_1.33685230039128e-05	45_49_94	9.09938484612135_1.04997606829456_4.90341644065845	0.00916264819994254_0.487902148250122_0.258718345034611	409.472318075461_51.4488273464334_460.921145421894	0.412319168997414_23.907205264256_24.3195244332534	18.0444444444444_18.1428571428571_18.0957446808511	NA_NA_NA	0.379042062971309_0.126594409460004_0.247447009545203	2.519
som_big_1Layer_100_50_0.05;0.01	18.6560461733953_1.56550035614819e-05	42_54_96	9.39282873391152_1.10802721995599_4.73262788231153	0.008543667314737_0.486360563828302_0.277315671603617	394.498806824284_59.8334698776235_454.332276701907	0.358834027218954_26.2634704467283_26.6223044739473	18.0952380952381_17.6296296296296_17.8333333333333	NA_NA_NA	0.383320022448499_0.127560214320376_0.23945513037643	2.451
som_big_1Layer_100_50_0.05;0.01	18.9571800709543_1.33685230039128e-05	42_54_96	9.42683056056892_1.08706736555174_4.73571376337176	0.0101972623775864_0.476112427124317_0.272274542547622	395.926883543895_58.7016377397941_454.628521283689	0.428285019858628_25.7100710647131_26.1383560845717	19.1666666666667_16.8333333333333_17.8541666666667	NA_NA_NA	0.372718795936396_0.132298223076335_0.237482223702612	2.422
som_big_1Layer_100_50_0.08;0.01	19.1785131413214_1.1904587534018e-05	51_46_97	8.70308353530847_1.32459896832338_5.20400837983101	0.0117460798098965_0.42070200634258_0.205683941876942	443.857260300732_60.9315525428757_504.788812843608	0.599050070304723_19.3522922917587_19.9513423620634	19.4509803921569_15.8695652173913_17.7525773195876	NA_NA_NA	0.358376075438029_0.154586685031313_0.261733684111133	2.532
som_big_1Layer_100_50_0.08;0.01	26.6585633446593_2.42772423483887e-07	47_50_97	9.16789689419267_1.24498932785293_5.0839239218526	0.0111046347092826_0.410998341883827_0.217235411603378	430.891154027056_62.2494663926466_493.140620419702	0.521917831336283_20.5499170941913_21.0718349255276	18.8936170212766_16.82_17.8247422680412	NA_NA_NA	0.373454398968317_0.148455592093391_0.257475632537943	2.464
som_big_1Layer_100_50_0.08;0.01	18.000184844644_2.20883520881445e-05	46_52_98	8.44158663481629_1.05649170963287_4.52296483778019	0.0111178531119185_0.454697927540427_0.246486872196433	388.312985201549_54.937568900909_443.250554102458	0.511421243148249_23.6442922321022_24.1557134752505	18_17.3461538461538_17.6530612244898	NA_NA_NA	0.368720518878257_0.132954843707991_0.243620364706279	2.465
som_big_1Layer_25_100_0.05;0.001	60.1266321285128_8.89466477538574e-15	14_11_25	23.4496164068673_0.668851714460635_13.4260799422084	0.00136682266279095_0.554339885181704_0.244674970171113	328.294629696143_7.35736885906698_335.65199855521	0.0191355172790733_6.09773873699875_6.11687425427782	69.5714285714286_70.2727272727273_69.88	NA_NA_NA	0.279021852092378_0.0523808396463398_0.179299806616121	1.385
som_big_1Layer_25_100_0.05;0.001	59.3281386151244_1.3345454774086e-14	19_6_25	18.9282632584464_0.73014311173989_14.5607144232368	0.00404979872738628_0.556442109550453_0.136623953324922	359.637001910481_4.38085867043934_364.017860580921	0.0769461758203393_3.33865265730272_3.41559883312306	73.4210526315789_58.6666666666667_69.88	NA_NA_NA	0.246332885976575_0.0717748657383062_0.204438961119391	1.312
som_big_1Layer_25_100_0.05;0.001	57.5671303839387_3.2663871972675e-14	16_9_25	20.5562080462139_0.718826558544107_13.4147507106528	0.0035790713171903_0.555132955258229_0.202138469535964	328.899328739423_6.46943902689696_335.36876776632	0.0572651410750449_4.99619659732406_5.05346173839911	75.375_60.1111111111111_69.88	NA_NA_NA	0.254301424792149_0.0573555146455377_0.183400897139369	1.313
som_big_1Layer_25_100_0.05;0.01	39.0625935819363_4.10433010822347e-10	16_9_25	19.9255247579057_0.861664968835183_13.0625352338403	0.00327035144177857_0.530885076629302_0.193211652509287	318.808396126492_7.75498471951665_326.563380846008	0.0523256230684571_4.77796568966372_4.83029131273218	77.25_56.7777777777778_69.88	NA_NA_NA	0.257948390215255_0.0710282115678677_0.190657125902195	1.37
som_big_1Layer_25_100_0.05;0.01	54.2171957910152_1.79509047793974e-13	18_7_25	17.1986880557868_0.755132133858866_12.594492397647	0.00350183833822684_0.564405766866214_0.160554938326063	309.576385004163_5.28592493701206_314.862309941175	0.0630330900880832_3.9508403680635_4.01387345815158	76.4444444444444_53_69.88	NA_NA_NA	0.234672773989201_0.0624064194165224_0.186438194708851	1.319
som_big_1Layer_25_100_0.05;0.01	72.8064054212799_1.43011943190445e-17	17_8_25	19.2065878800962_0.605769956834745_13.2543261446525	0.00346095208567531_0.558557127588328_0.181091728246524	326.511993961635_4.84615965467796_331.358153616313	0.0588361854564802_4.46845702070662_4.5272932061631	74.8823529411765_59.25_69.88	NA_NA_NA	0.254165452315325_0.0630705618012844_0.193015087350832	1.338
som_big_1Layer_25_100_0.08;0.01	57.8883608441031_2.77423763484017e-14	17_8_25	22.087894891516_0.70881221364345_15.2465884345968	0.000769567864947656_0.607644586059783_0.194969573687295	375.494213155772_5.6704977091476_381.164710864919	0.0130826537041102_4.86115668847827_4.87423934218238	76.6470588235294_55.5_69.88	NA_NA_NA	0.270618974707639_0.0577018126725602_0.202485482856414	1.372
som_big_1Layer_25_100_0.08;0.01	72.0988859885646_2.04679268409795e-17	17_8_25	20.3704906002225_0.533176628683842_14.0225501293301	0.0053366626078522_0.603158217040246_0.196639560026218	346.298340203783_4.26541302947074_350.563753233253	0.0907232643334875_4.82526573632197_4.91598900065545	74_61.125_69.88	NA_NA_NA	0.256533065606307_0.054174849789226_0.191778436544841	1.315
som_big_1Layer_25_100_0.08;0.01	75.5901937943578_3.49090949962e-18	15_10_25	23.3099794884248_1.32374843341792_14.5154870664221	0.00333869775974424_0.44394908454629_0.179582852474363	349.649692326372_13.2374843341792_362.887176660552	0.0500804663961637_4.4394908454629_4.48957131185906	70.2_69.4_69.88	NA_NA_NA	0.286415931499425_0.0716543875214624_0.20051131390824	1.326
som_big_1Layer_25_200_0.05;0.001	42.2343512522822_8.09652880881614e-11	13_12_25	23.0712639344829_0.822509356637149_12.3918617371169	0.0044521050818239_0.593631739569469_0.287258329635894	299.926431148277_9.87011227964579_309.796543427923	0.0578773660637107_7.12358087483363_7.18145824089734	70.8461538461538_68.8333333333333_69.88	NA_NA_NA	0.280291359646075_0.0573402487335435_0.17327482640806	2.613
som_big_1Layer_25_200_0.05;0.001	42.3843287114952_7.49884949942376e-11	13_12_25	25.0370236224116_1.0817802030397_13.5385067811131	0.00137826932515589_0.451362814723506_0.217370851116364	325.481307091351_12.9813624364764_338.462669527827	0.0179175012270266_5.41635377668207_5.4342712779091	77.7692307692308_61.3333333333333_69.88	NA_NA_NA	0.283339122338993_0.072437284976072_0.182106240404791	2.538
som_big_1Layer_25_200_0.05;0.001	58.9455618527978_1.62095046631942e-14	14_11_25	24.6758046288309_1.32621707675224_14.4019861059163	0.00441101327811981_0.399554441181916_0.17827412155579	345.461264803633_14.5883878442747_360.049652647908	0.0617541858936773_4.39509885300108_4.45685303889475	71.4285714285714_67.9090909090909_69.88	NA_NA_NA	0.285747379396108_0.0817790892139645_0.196001331715965	2.546
som_big_1Layer_25_200_0.05;0.01	77.943800317049_1.06014318617388e-18	18_7_25	19.844545689998_1.65975772389604_14.7528050594894	0.00537458733104769_0.321027023447572_0.0937572694436745	357.201822419963_11.6183040672723_368.820126487236	0.0967425719588584_2.247189164133_2.34393173609186	73.2222222222222_61.2857142857143_69.88	NA_NA_NA	0.254208473735058_0.0903241362815488_0.208320859248075	2.636
som_big_1Layer_25_200_0.05;0.01	65.3689429109983_6.2110030935218e-16	14_11_25	25.0380929251907_0.91981026511554_14.4260485547576	0.0036262261446817_0.523773575181254_0.232491059720773	350.533300952669_10.1179129162709_360.65121386894	0.0507671660255438_5.76150932699379_5.81227649301933	74.0714285714286_64.5454545454545_69.88	NA_NA_NA	0.289274796585598_0.0629392060929329_0.189687136768825	2.549
som_big_1Layer_25_200_0.05;0.01	56.9972509801109_4.36421525962554e-14	17_8_25	18.2861866307375_0.986555482856203_12.7503046634155	0.00463875422766413_0.545051053692029_0.177570690056261	310.865172722538_7.89244386284962_318.757616585388	0.0788588218702902_4.36040842953623_4.43926725140652	73.1764705882353_62.875_69.88	NA_NA_NA	0.250515024498773_0.0626216017794441_0.190389129228588	2.555
som_big_1Layer_25_200_0.08;0.01	56.2787474773214_6.28915510521572e-14	16_9_25	23.2875038998211_1.29853332540295_15.3714744930306	0.00145166520346879_0.446959178530343_0.161834370001143	372.600062397138_11.6867999286265_384.286862325764	0.0232266432555007_4.02263260677308_4.04585925002858	75.625_59.6666666666667_69.88	NA_NA_NA	0.277804367063613_0.0785421393330915_0.206069965080625	2.462
som_big_1Layer_25_200_0.08;0.01	62.7169680618882_2.38650730585226e-15	15_10_25	19.6503258544315_1.32407427411008_12.3198252223029	0.00407489207642593_0.471244110996979_0.190942579644647	294.754887816473_13.2407427411008_307.995630557573	0.0611233811463889_4.71244110996979_4.77356449111617	78.0666666666667_57.6_69.88	NA_NA_NA	0.253892219375751_0.0729888349149166_0.181530865591417	2.403
som_big_1Layer_25_200_0.08;0.01	78.2588965548842_9.03831130785086e-19	17_8_25	19.7438155794044_1.31720387291625_13.8472998333282	0.00329674326432445_0.362835485844546_0.118349140889995	335.644864849875_10.53763098333_346.182495833205	0.0560446354935156_2.90268388675636_2.95872852224988	69.2941176470588_71.125_69.88	NA_NA_NA	0.262177864127433_0.0813544270367116_0.204314364258402	2.405
som_big_1Layer_25_50_0.05;0.001	53.8279483512395_2.18837513883789e-13	12_13_25	24.714805400151_1.12263007428022_12.4468742306982	0.00227521687943226_0.49626341227485_0.259149078485049	296.577664801812_14.5941909656429_311.171855767455	0.0273026025531871_6.45142435957305_6.47872696212623	73.5_66.5384615384615_69.88	NA_NA_NA	0.282450333503083_0.0652455320519292_0.169503836748483	0.758
som_big_1Layer_25_50_0.05;0.001	40.7537488039266_1.72671873879448e-10	16_9_25	20.1928944757275_0.906470898928997_13.2497819880801	0.00221101232092407_0.503850703401317_0.182801301109865	323.086311611641_8.15823809036098_331.244549702002	0.0353761971347851_4.53465633061185_4.57003252774663	70.6875_68.4444444444444_69.88	NA_NA_NA	0.267429035852982_0.0591186762615986_0.192437306400084	0.7
som_big_1Layer_25_50_0.05;0.001	58.3321015939692_2.21401772521291e-14	18_7_25	19.2280357655356_1.19126147676062_14.1777389646786	0.00129948081482566_0.484677223164321_0.136645248672684	346.10464377964_8.33883033732433_354.443474116964	0.0233906546668619_3.39274056215025_3.41613121681711	74.6666666666667_57.5714285714286_69.88	NA_NA_NA	0.253058823900834_0.0776270149870764_0.203937917404982	0.715999999999999
som_big_1Layer_25_50_0.08;0.01	70.0566323772345_5.76260514336077e-17	17_8_25	22.0642825912383_0.840692865164364_15.2727338788946	0.00279945694874437_0.4623243315183_0.149847416811002	375.09280405105_6.72554292131491_381.818346972365	0.0475907681286543_3.6985946521464_3.74618542027505	72.8823529411765_63.5_69.88	NA_NA_NA	0.26851777841839_0.0688354217656055_0.204619424289499	0.756
som_big_1Layer_25_50_0.08;0.01	56.3286497536672_6.1315461729294e-14	14_11_25	25.4705550096641_1.11150375500037_14.752572457612	0.00332820382538911_0.456255258383162_0.202616107830809	356.587770135297_12.2265413050041_368.814311440301	0.0465948535554476_5.01880784221478_5.06540269577022	76.7857142857143_61.0909090909091_69.88	NA_NA_NA	0.28606682442938_0.0689323796049882_0.190527668706647	0.691000000000001
som_big_1Layer_25_50_0.08;0.01	52.9267009681758_3.46230735805816e-13	13_12_25	26.5838424297319_0.84693293071654_14.2301258702045	0.00703131877358516_0.551333920001512_0.26829656736299	345.589951586515_10.1631951685985_355.753146755113	0.0914071440566071_6.61600704001814_6.70741418407475	76.2307692307692_63_69.88	NA_NA_NA	0.290463183448475_0.0594591220965749_0.179581233999563	0.710999999999999
som_big_1Layer_49_100_0.05;0.001	33.6071350007772_6.74448769727658e-09	27_22_49	15.7029141117276_1.09205374616046_9.14293598841173	0.00467173747978756_0.417060190494148_0.189825736792358	423.978681016644_24.0251824155301_448.003863432175	0.126136911954264_9.17532419087125_9.30146110282552	37.9259259259259_32.8636363636364_35.6530612244898	NA_NA_NA	0.324650243669775_0.0995734301685743_0.223595347812093	2.556
som_big_1Layer_49_100_0.05;0.001	28.6733517830157_8.56746030007491e-08	28_21_49	14.4810480504831_1.24769449887755_8.80961081408071	0.00338359808275255_0.429649459589732_0.18606896730003	405.469345413526_26.2015844764286_431.670929889955	0.0947407463170713_9.02263865138438_9.11737939770145	36.0357142857143_35.1428571428571_35.6530612244898	NA_NA_NA	0.325814985989071_0.0963493953198857_0.227472589987991	2.485
som_big_1Layer_49_100_0.05;0.001	29.5666625836881_5.4026204998766e-08	24_25_49	15.5232984337637_1.53437770723663_8.38609398145396	0.00803687645276378_0.343070800563242_0.178972552019334	372.559162410328_38.3594426809156_410.918605091244	0.192885034866331_8.57677001408104_8.76965504894737	38.6666666666667_32.76_35.6530612244898	NA_NA_NA	0.317286241761636_0.118102443210279_0.215661854745637	2.477
som_big_1Layer_49_100_0.05;0.01	33.4607826748004_7.27155196202829e-09	27_22_49	14.4917283744934_0.907739790652935_8.39279472460585	0.00711843142449634_0.521591954850765_0.238106543983229	391.276666111322_19.9702753943646_411.246941505687	0.192197648461401_11.4750230067168_11.6672206551782	37.3333333333333_33.5909090909091_35.6530612244898	NA_NA_NA	0.319652172515403_0.0876718099471484_0.21549772401537	2.52
som_big_1Layer_49_100_0.05;0.01	28.5961013364137_8.91615203845065e-08	26_23_49	14.8817722129522_1.06618757751386_8.39690595550153	0.00522393007992634_0.499844068948178_0.237392566691554	386.926077536756_24.5223142828188_411.448391819575	0.135822182078085_11.4964135858081_11.6322357678862	37.9230769230769_33.0869565217391_35.6530612244898	NA_NA_NA	0.315194833500025_0.09069315532558_0.209816494765082	2.512
som_big_1Layer_49_100_0.05;0.01	36.0438912096437_1.92922647704234e-09	25_24_49	15.068702148415_1.63425682150022_8.48856566176285	0.00567113737076564_0.375233356795903_0.186681204027976	376.717553710375_39.2221637160052_415.93971742638	0.141778434269141_9.00560056310168_9.14737899737082	37.4_33.8333333333333_35.6530612244898	NA_NA_NA	0.319119394638638_0.10797063426713_0.215699593640348	2.458
som_big_1Layer_49_100_0.08;0.01	29.520181953154_5.53374671045323e-08	31_18_49	13.9354781465019_1.12435841708406_9.22935253161372	0.00823106062643593_0.483301033755435_0.182746560959538	431.999822541559_20.238451507513_452.238274049072	0.255162879419514_8.69941860759783_8.95458148701735	38.8709677419355_30.1111111111111_35.6530612244898	NA_NA_NA	0.304268486835481_0.104920686763766_0.231038682727504	2.523
som_big_1Layer_49_100_0.08;0.01	38.7663645675845_4.77688598758387e-10	32_17_49	13.1654696059706_0.997023068842367_8.94376366451795	0.00800983947305431_0.433750366329884_0.155715736545832	421.295027391059_16.9493921703202_438.244419561379	0.256314863137738_7.37375622760803_7.63007109074576	36.03125_34.9411764705882_35.6530612244898	NA_NA_NA	0.304448979560711_0.096814508054815_0.232412530262747	2.443
som_big_1Layer_49_100_0.08;0.01	38.4920954796646_5.49758965292001e-10	26_23_49	13.8740863866858_1.34943907997077_7.99517030394199	0.00937328770445727_0.435241144514251_0.209270444982524	360.72624605383_31.0370988393278_391.763344893157	0.243705480315889_10.0105463238278_10.2542518041437	38.0769230769231_32.9130434782609_35.6530612244898	NA_NA_NA	0.305155561459402_0.102921557024371_0.210229396112347	2.463
som_big_1Layer_49_200_0.05;0.001	30.7598212089441_2.92022093616181e-08	30_19_49	13.0416888501429_1.00930599013637_8.37607100646689	0.00819445336071126_0.442980276900143_0.176784874733144	391.250665504287_19.176813812591_410.427479316878	0.245833600821338_8.41662526110273_8.66245886192406	36.9666666666667_33.5789473684211_35.6530612244898	NA_NA_NA	0.300065429128246_0.0963672570288661_0.221080423620323	4.619
som_big_1Layer_49_200_0.05;0.001	33.933663059289_5.70234891814582e-09	29_20_49	14.6634907058154_0.761115269936818_8.98905175239559	0.004032793906748_0.573548018832131_0.236487987753843	425.241230468647_15.2223053987364_440.463535867384	0.116951023295692_11.4709603766426_11.5879113999383	37.4137931034483_33.1_35.6530612244898	NA_NA_NA	0.319328112072594_0.0739313729942294_0.219166177754894	4.556
som_big_1Layer_49_200_0.05;0.001	42.6864477237804_6.4255926596996e-11	30_19_49	14.4694170304442_1.25357520506182_9.34490693488775	0.0039357512790822_0.416944842529337_0.16408213360061	434.082510913325_23.8179288961746_457.9004398095	0.118072538372466_7.92195200805741_8.04002454642987	37.9666666666667_32_35.6530612244898	NA_NA_NA	0.313045737629697_0.107754315932379_0.233442941461349	4.562
som_big_1Layer_49_200_0.05;0.01	30.0404753522992_4.23121684705767e-08	28_21_49	13.8689349032907_1.02800100021808_8.36567751625959	0.00722470373849733_0.500966728114029_0.218828428470868	388.33017729214_21.5880210045797_409.91819829672	0.202291704677925_10.5203012903946_10.7225929950725	36.3928571428571_34.6666666666667_35.6530612244898	NA_NA_NA	0.312515842616488_0.0840894159146729_0.214618802601424	4.884
som_big_1Layer_49_200_0.05;0.01	45.0143111166889_1.95599737129373e-11	27_22_49	15.549103062478_1.45782787582874_9.22240808071712	0.00478789161057609_0.338942728901468_0.154816594067711	419.825782686907_32.0722132682322_451.897995955139	0.129273073485554_7.4567400358323_7.58601310931786	37.4074074074074_33.5_35.6530612244898	NA_NA_NA	0.324680308659646_0.113836703576236_0.230015832907911	4.779
som_big_1Layer_49_200_0.05;0.01	29.5666625836881_5.4026204998766e-08	28_21_49	14.1015808240686_1.36495590330125_8.64302728659689	0.00537687404010755_0.403224586149315_0.175883036372625	394.844263073922_28.6640739693263_423.508337043248	0.150552473123011_8.46771630913562_8.61826878225863	36.6785714285714_34.2857142857143_35.6530612244898	NA_NA_NA	0.317340859717994_0.103606961148371_0.22574061747387	4.745
som_big_1Layer_49_200_0.08;0.01	38.7663645675845_4.77688598758387e-10	33_16_49	14.0606611573106_1.0026861443325_9.79683258164431	0.00714285090830288_0.528194618076363_0.177282203452976	464.001818191251_16.04297830932_480.044796500571	0.235714079973995_8.45111388922181_8.6868279691958	38.2121212121212_30.375_35.6530612244898	NA_NA_NA	0.304195655393952_0.0886915448371689_0.233826966232553	4.865
som_big_1Layer_49_200_0.08;0.01	48.2320552981729_3.78647528462734e-12	25_24_49	14.6010876140816_1.1920743234006_8.03340763497252	0.00709095479445055_0.445437191051371_0.221791152144779	365.027190352039_28.6097837616145_393.636974113654	0.177273869861264_10.6904925852329_10.8677664550942	36.12_35.1666666666667_35.6530612244898	NA_NA_NA	0.317949455125873_0.0984419225327405_0.21043556161087	4.592
